machine_id,machine_type,hospital_site,install_date,date,daily_usage_hours
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-09-26,11.9
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-09-27,10.69
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-09-28,10.22
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-09-29,10.39
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-09-30,11.99
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-01,6.99
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-02,3.45
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-03,10.63
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-04,9.44
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-05,11.2
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-06,9.26
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-07,11.52
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-08,6.62
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-09,5.94
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-10,9.86
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-11,10.75
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-12,12.46
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-13,11.92
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-14,10.22
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-15,6.71
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-16,3.8
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-17,11.1
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-18,10.22
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-19,10.77
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-20,9.41
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-21,10.97
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-22,6.91
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-23,3.59
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-24,9.39
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-25,11.74
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-26,11.17
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-27,10.19
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-28,10.59
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-29,5.16
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-30,2.87
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-10-31,10.36
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-01,11.95
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-02,10.27
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-03,11.42
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-04,10.28
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-05,6.73
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-06,3.67
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-07,11.63
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-08,10.37
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-09,9.43
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-10,9.6
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-11,10.37
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-12,5.38
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-13,4.17
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-14,10.43
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-15,12.98
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-16,9.28
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-17,11.03
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-18,9.83
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-19,6.06
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-20,3.92
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-21,8.75
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-22,11.06
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-23,12.56
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-24,10.44
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-25,11.08
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-26,7.43
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-27,3.65
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-28,10.32
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-29,8.8
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-11-30,11.42
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-01,10.74
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-02,9.93
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-03,6.62
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-04,3.27
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-05,10.37
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-06,11.39
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-07,9.64
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-08,11.79
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-09,9.59
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-10,5.91
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-11,5.53
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-12,11.86
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-13,10.93
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-14,10.0
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-15,10.37
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-16,10.91
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-17,6.54
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-18,3.71
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-19,10.82
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-20,10.65
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-21,9.55
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-22,10.38
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-23,11.67
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-24,5.28
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-25,3.63
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-26,10.11
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-27,10.95
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-28,10.5
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-29,12.18
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-30,11.3
CT-202,CT,Lakeview Medical Center,2018-02-14,2022-12-31,5.33
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-01,4.4
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-02,10.15
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-03,10.33
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-04,11.13
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-05,10.4
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-06,11.65
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-07,5.81
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-08,3.24
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-09,10.26
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-10,10.34
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-11,11.84
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-12,11.41
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-13,12.39
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-14,8.55
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-15,2.87
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-16,10.91
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-17,9.79
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-18,10.15
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-19,10.28
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-20,9.89
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-21,5.56
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-22,3.67
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-23,9.75
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-24,11.6
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-25,10.02
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-26,13.38
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-27,10.44
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-28,6.57
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-29,2.63
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-30,12.38
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-01-31,11.85
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-01,11.11
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-02,9.63
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-03,11.04
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-04,5.5
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-05,5.11
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-06,11.57
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-07,10.93
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-08,8.65
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-09,9.96
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-10,11.47
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-11,7.6
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-12,4.79
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-13,9.41
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-14,11.12
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-15,11.76
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-16,9.35
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-17,10.84
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-18,6.75
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-19,3.53
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-20,9.18
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-21,10.55
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-22,10.55
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-23,10.71
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-24,10.34
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-25,6.11
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-26,3.76
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-27,11.24
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-02-28,10.57
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-01,10.48
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-02,10.93
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-03,9.12
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-04,6.94
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-05,3.8
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-06,10.88
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-07,11.71
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-08,9.09
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-09,9.07
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-10,11.09
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-11,6.5
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-12,3.95
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-13,10.43
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-14,11.44
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-15,11.69
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-16,11.28
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-17,10.61
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-18,4.61
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-19,4.49
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-20,11.95
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-21,11.43
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-22,10.05
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-23,11.45
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-24,11.62
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-25,7.91
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-26,3.01
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-27,10.64
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-28,11.52
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-29,10.9
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-30,9.84
CT-202,CT,Lakeview Medical Center,2018-02-14,2023-03-31,11.22
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-03,4.36
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-04,11.05
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-05,11.17
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-06,10.74
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-07,12.3
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-08,10.16
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-09,6.05
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-10,3.85
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-11,11.76
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-12,9.62
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-13,9.79
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-14,9.14
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-15,11.0
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-16,5.58
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-17,3.49
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-18,11.57
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-19,10.39
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-20,11.18
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-21,10.7
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-22,11.58
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-23,7.01
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-24,3.22
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-25,10.82
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-26,11.91
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-27,11.32
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-28,9.71
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-29,11.56
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-04-30,5.61
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-01,5.11
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-02,11.89
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-03,11.23
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-04,11.11
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-05,10.78
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-06,11.58
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-07,6.25
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-08,4.05
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-09,11.76
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-10,10.46
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-11,10.42
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-12,9.9
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-13,10.01
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-14,4.94
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-15,4.5
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-16,12.6
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-17,12.25
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-18,9.51
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-19,11.62
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-20,12.25
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-21,6.17
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-22,3.93
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-23,9.16
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-24,11.21
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-25,10.01
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-26,11.15
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-27,9.57
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-28,7.07
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-29,4.76
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-30,10.27
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-05-31,9.95
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-01,9.03
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-02,10.73
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-03,10.45
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-04,5.19
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-05,4.25
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-06,10.57
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-07,10.0
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-08,10.47
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-09,11.93
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-10,11.51
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-11,6.47
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-12,4.4
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-13,9.93
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-14,11.0
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-15,11.1
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-16,10.55
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-17,11.36
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-18,5.88
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-19,4.3
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-20,11.47
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-21,8.34
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-22,12.04
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-23,8.23
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-24,10.42
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-25,7.5
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-26,3.55
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-27,9.65
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-28,9.99
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-29,11.89
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-06-30,9.24
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-01,11.99
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-02,6.53
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-03,2.77
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-04,10.45
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-05,10.05
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-06,11.75
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-07,11.63
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-08,9.42
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-09,6.22
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-10,3.06
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-11,12.13
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-12,9.76
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-13,12.41
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-14,10.94
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-15,9.92
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-16,5.97
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-17,3.12
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-18,9.82
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-19,11.06
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-20,9.87
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-21,9.01
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-22,10.63
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-23,4.96
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-24,3.16
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-25,10.15
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-26,10.19
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-27,12.77
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-28,11.02
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-29,11.19
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-30,4.98
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-07-31,3.25
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-01,11.16
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-02,10.05
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-03,11.79
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-04,9.89
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-05,10.71
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-06,6.05
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-07,3.99
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-08,10.39
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-09,10.73
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-10,10.76
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-11,10.31
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-12,11.41
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-13,6.8
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-14,3.76
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-15,10.58
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-16,11.69
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-17,10.76
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-18,10.69
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-19,11.06
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-20,8.11
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-21,2.63
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-22,11.66
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-23,9.27
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-24,11.17
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-25,12.39
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-26,11.41
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-27,6.74
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-28,3.34
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-29,11.0
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-30,10.74
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-08-31,10.26
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-01,10.71
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-02,11.15
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-03,5.89
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-04,3.11
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-05,9.75
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-06,11.32
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-07,11.46
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-08,11.18
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-09,11.84
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-10,6.66
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-11,4.19
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-12,11.24
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-13,10.89
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-14,10.49
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-15,12.96
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-16,10.56
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-17,5.98
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-18,4.23
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-19,11.2
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-20,9.71
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-21,11.98
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-22,10.89
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-23,9.97
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-24,7.65
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-25,4.4
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-26,9.83
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-27,12.57
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-28,11.56
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-29,10.96
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-09-30,12.4
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-10-01,6.73
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-10-02,3.81
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-10-03,10.38
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-10-04,11.49
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-10-05,11.4
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-10-06,10.98
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-10-07,10.26
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-10-08,6.7
CT-203,CT,St. Anne's Hospital,2022-04-03,2022-10-09,3.78
